pl	lx	note
On/ona mówić konkurent.	cou bi fo-you-zuo.	synthetic
Ja jeść pokolenie (starsze/młodsze).	ao ji jue-keng.	synthetic
Jeśli my jeść okazja, my pić woda.	jiao lano ji dai-lu, lano ju zhe.	synthetic
My negacja (nie) mówić złamanie.	lano daoo bi za-ru.	synthetic
Ty mówić uczucie (dotyk)	nio bi huo-pie mo	synthetic
Ty jeść badania.	nio ji wen-bei.	synthetic
Ty mówić często	nio bi nang-diao mo	synthetic
My wiedzieć zamknąć.	lano ga tao.	synthetic
Jeśli ja jeść marmur, ja pić woda.	jiao ao ji ne-cuan-wo, ao ju zhe.	synthetic
On/ona negacja (nie) wiedzieć oparzenie.	cou daoo ga ni-gu.	synthetic
On/ona negacja (nie) pić jaskółka.	cou daoo ju yeno-cou.	synthetic
Ty słuchać osmanthus	nio fu xue-yi mo	synthetic
Jeśli ja jeść czasem, ja pić woda.	jiao ao ji gang-nou, ao ju zhe.	synthetic
On/ona negacja (nie) pić łóżko.	cou daoo ju zhai-lie.	synthetic
Ty wiedzieć drewno sosnowe	nio ga die-shen mo	synthetic
Jeśli my jeść ciemność, my pić woda.	jiao lano ji ting-gua, lano ju zhe.	synthetic
Ja jeść płytki	ao ji sheng-zu mo	synthetic
My jeść niebo	lano ji tiano mo	synthetic
Ty pić odepchnąć.	nio ju fan-keng.	synthetic
Jeśli on/ona jeść przeciwstawiać, on/ona pić woda.	jiao cou ji lang-tuan, cou ju zhe.	synthetic
Ja jeść przedstawiać (kogoś)	ao ji fou-duan mo	synthetic
Ja negacja (nie) pić morwa.	ao daoo ju hua-nuan.	synthetic
My negacja (nie) mówić korzeń.	lano daoo bi geno-suo.	synthetic
On/ona jeść miska.	cou ji gong.	synthetic
Ja wiedzieć kciuk.	ao ga shai-lou.	synthetic
Ja negacja (nie) słuchać klęczeć.	ao daoo fu gun-wan.	synthetic
My negacja (nie) wiedzieć klęczeć.	lano daoo ga gun-wan.	synthetic
Ty wiedzieć głęboki	nio ga cui-ca mo	synthetic
Ty pić jedzenie.	nio ju shio-deng.	synthetic
My słuchać taktyka	lano fu mao-xie mo	synthetic
My negacja (nie) wiedzieć niestabilny.	lano daoo ga kan-na-pi.	synthetic
Ty negacja (nie) mówić praca domowa, zadanie.	nio daoo bi cang-jiu.	synthetic
My negacja (nie) jeść płaski.	lano daoo ji cheng-gang.	synthetic
Jeśli ty jeść czcigodny (dla władców/bóstw), ty pić woda.	jiao nio ji si-mu, nio ju zhe.	synthetic
Ty negacja (nie) słuchać mąż cioci.	nio daoo fu tao-deng.	synthetic
My mówić pić.	lano bi ju.	synthetic
Ja partykuła posiadania/określenia poduszka do siedzenia.	ao zhai zui-dan.	synthetic
Ja słuchać poinformować, powiedzieć	ao fu ci-cang mo	synthetic
On/ona mówić tradycyjna medycyna chińska.	cou bi xun-cui.	synthetic
On/ona słuchać dziecko	cou fu reno mo	synthetic
My jeść srebrny	lano ji liu-ye mo	synthetic
My słuchać Pęcherz moczowy (organ TCM).	lano fu seng-da.	synthetic
Jeśli ja jeść czajnik, ja pić woda.	jiao ao ji xing-bu-sa, ao ju zhe.	synthetic
On/ona jeść pośladki	cou ji xiaoo-ri mo	synthetic
My mówić bawełna (tkanina)	lano bi zhe-qin mo	synthetic
Ty negacja (nie) wiedzieć nosorożec.	nio daoo ga ruo-nie.	synthetic
Jeśli my jeść kadzielnica, my pić woda.	jiao lano ji yang-cang, lano ju zhe.	synthetic
My słuchać plac	lano fu nang-xuan mo	synthetic
Ja negacja (nie) pić gołąb.	ao daoo ju geo-ku.	synthetic
Ja słuchać mało	ao fu min mo	synthetic
My partykuła posiadania/określenia pierś (żeńska).	lano zhai ri-xu.	synthetic
Jeśli my jeść chleb, my pić woda.	jiao lano ji miano, lano ju zhe.	synthetic
My jeść brama (budowla).	lano ji rong-ji.	synthetic
On/ona negacja (nie) pić taczka.	cou daoo ju xu-gan-dei.	synthetic
My negacja (nie) słuchać czytać.	lano daoo fu mi.	synthetic
My jeść tkacz.	lano ji sa-liu.	synthetic
Ja partykuła posiadania/określenia jeszcze.	ao zhai nen.	synthetic
Ty negacja (nie) pić plac.	nio daoo ju nang-xuan.	synthetic
Ty słuchać taki sam.	nio fu an-nao.	synthetic
Ty negacja (nie) pić słońce.	nio daoo ju guango.	synthetic
My negacja (nie) jeść rozpocząć podróż.	lano daoo ji chu-xun.	synthetic
On/ona partykuła posiadania/określenia prawo pięści.	cou zhai tang-za.	synthetic
Jeśli ja jeść poprawność, ja pić woda.	jiao ao ji kua-suo, ao ju zhe.	synthetic
My słuchać rzepa, rzodkiew.	lano fu nai-yan.	synthetic
Ja negacja (nie) słuchać koszula.	ao daoo fu cheng-liao.	synthetic
My partykuła posiadania/określenia róża chińska.	lano zhai gang-gong.	synthetic
Ty negacja (nie) mówić zasady Niebios.	nio daoo bi se-lei.	synthetic
Jeśli ja jeść pożar, ja pić woda.	jiao ao ji mo-ta, ao ju zhe.	synthetic
Ty negacja (nie) pić odepchnąć.	nio daoo ju fan-keng.	synthetic
On/ona negacja (nie) słuchać rozbierać się.	cou daoo fu san-zei.	synthetic
On/ona negacja (nie) pić czysty.	cou daoo ju cha-hui.	synthetic
Ja jeść przygotowywać.	ao ji jio-diu.	synthetic
Ty partykuła posiadania/określenia zdenerwowany, spięty.	nio zhai nun-zhuo.	synthetic
Ja pić rozkazywać.	ao ju nue-zui.	synthetic
Ja jeść wojownik	ao ji chai-hun mo	synthetic
Ja jeść potomek.	ao ji mou-lai.	synthetic
Ja wiedzieć tysiąc	ao ga tang-nin mo	synthetic
On/ona słuchać uczucie (dotyk)	cou fu huo-pie mo	synthetic
Jeśli my jeść niestabilny, my pić woda.	jiao lano ji kan-na-pi, lano ju zhe.	synthetic
Jeśli on/ona jeść ból pleców, on/ona pić woda.	jiao cou ji sou-zhui, cou ju zhe.	synthetic
My negacja (nie) jeść dać.	lano daoo ji dio.	synthetic
Ja słuchać zakazywać.	ao fu ru-lian.	synthetic
On/ona słuchać makrel.	cou fu ran-tie.	synthetic
Ja partykuła posiadania/określenia mur miejski.	ao zhai neng-huan.	synthetic
My wiedzieć jaskółka.	lano ga yeno-cou.	synthetic
Ty wiedzieć żona	nio ga miao-you mo	synthetic
Jeśli ja jeść średni, ja pić woda.	jiao ao ji zhi-re, ao ju zhe.	synthetic
My jeść grubość.	lano ji jiang-nue.	synthetic
Ja partykuła posiadania/określenia rzeźbiarz.	ao zhai diao-ren.	synthetic
Ty jeść zdrowy	nio ji qin mo	synthetic
On/ona wiedzieć każdy	cou ga kun mo	synthetic
Ja mówić oczywiście.	ao bi nei-niao.	synthetic
Jeśli ja jeść wewnętrzny-zewnętrzny, ja pić woda.	jiao ao ji bian-pian, ao ju zhe.	synthetic
Ty negacja (nie) mówić pośladki.	nio daoo bi xiaoo-ri.	synthetic
Ty partykuła posiadania/określenia kciuk.	nio zhai shai-lou.	synthetic
My słuchać szacunek	lano fu rongo-cao mo	synthetic
Ja jeść wy.	ao ji lei.	synthetic
On/ona wiedzieć dobry przyjaciel.	cou ga de-wu.	synthetic
On/ona negacja (nie) słuchać żona.	cou daoo fu miao-you.	synthetic
Ty wiedzieć gorący	nio ga weno-eng mo	synthetic
My negacja (nie) mówić woda.	lano daoo bi zhe.	synthetic
My partykuła posiadania/określenia tymczasowy.	lano zhai luo-gai.	synthetic
Jeśli ja jeść gorący, ja pić woda.	jiao ao ji weno-eng, ao ju zhe.	synthetic
Ja partykuła posiadania/określenia natychmiast.	ao zhai zei-shi.	synthetic
Ty jeść tratwa	nio ji ke-yun mo	synthetic
Ja pić bezpieczeństwo.	ao ju diao-eng.	synthetic
On/ona negacja (nie) wiedzieć pogardzać.	cou daoo ga hua-cu.	synthetic
On/ona negacja (nie) wiedzieć tym razem.	cou daoo ga tan-guai.	synthetic
Ty partykuła posiadania/określenia zmiana klimatu.	nio zhai qio-dao-na.	synthetic
On/ona wiedzieć deszcz	cou ga yuo mo	synthetic
On/ona negacja (nie) słuchać osa.	cou daoo fu mio-xiu.	synthetic
My negacja (nie) jeść czasem.	lano daoo ji gang-nou.	synthetic
Jeśli on/ona jeść myśleć, on/ona pić woda.	jiao cou ji geo, cou ju zhe.	synthetic
Ja mówić nadzieja.	ao bi di-zao.	synthetic
Ja słuchać badania	ao fu wen-bei mo	synthetic
Ja jeść niebo.	ao ji tiano.	synthetic
On/ona negacja (nie) słuchać około.	cou daoo fu ning-kua.	synthetic
Jeśli on/ona jeść łódź rybacka, on/ona pić woda.	jiao cou ji haio-men, cou ju zhe.	synthetic
My partykuła posiadania/określenia machać ręką.	lano zhai kun-beng.	synthetic
Ja negacja (nie) pić dzieło, utwór.	ao daoo ju juan-tuo.	synthetic
On/ona wiedzieć zaparzać herbatę	cou ga pang-kuan mo	synthetic
Ty wiedzieć łódź rybacka.	nio ga haio-men.	synthetic
My wiedzieć przyszłość	lano ga zhao-ding mo	synthetic
My partykuła posiadania/określenia około.	lano zhai ning-kua.	synthetic
Ja partykuła posiadania/określenia szlachetny mąż.	ao zhai chou-zhen.	synthetic
Jeśli ty jeść niebo, ty pić woda.	jiao nio ji tiano, nio ju zhe.	synthetic
Ja wiedzieć rozpacz	ao ga beio-dei mo	synthetic
Ja negacja (nie) jeść ubolewać.	ao daoo ji nai-zi.	synthetic
Ja negacja (nie) wiedzieć pigułka.	ao daoo ga fu-suan.	synthetic
Ja jeść ujście rzeki	ao ji pan-fa mo	synthetic
My partykuła posiadania/określenia dokładać drewna.	lano zhai tuo-lin.	synthetic
Ty negacja (nie) mówić siła.	nio daoo bi bian-pei.	synthetic
Jeśli my jeść marmur, my pić woda.	jiao lano ji ne-cuan-wo, lano ju zhe.	synthetic
My pić makrel	lano ju ran-tie mo	synthetic
Jeśli ty jeść zasady Niebios, ty pić woda.	jiao nio ji se-lei, nio ju zhe.	synthetic
On/ona pić źrebię	cou ju bian-kang mo	synthetic
Ty pić wy	nio ju lei mo	synthetic
Ja negacja (nie) mówić gotowany ryż.	ao daoo bi fano-sheng.	synthetic
Ty partykuła posiadania/określenia kino.	nio zhai xiang-ba.	synthetic
Jeśli my jeść ogród wewnętrzny, my pić woda.	jiao lano ji san-wo, lano ju zhe.	synthetic
Ja negacja (nie) jeść każdy.	ao daoo ji kun.	synthetic
Ja słuchać przesilenie zimowe	ao fu qie-pu mo	synthetic
Ty jeść ostrzegać	nio ji tong-mai mo	synthetic
Ty negacja (nie) wiedzieć zapach dymu.	nio daoo ga pei-die.	synthetic
Ty partykuła posiadania/określenia leżeć.	nio zhai jun-liu.	synthetic
My partykuła posiadania/określenia młot.	lano zhai liao-ang.	synthetic
My jeść szeroki	lano ji bei-hui mo	synthetic
My negacja (nie) pić złamanie.	lano daoo ju za-ru.	synthetic
Jeśli on/ona jeść trafić, on/ona pić woda.	jiao cou ji huo-da, cou ju zhe.	synthetic
On/ona partykuła posiadania/określenia wschód.	cou zhai fang-dong.	synthetic
My słuchać powóz konny	lano fu xu-chou mo	synthetic
Jeśli on/ona jeść trzęsienie ziemi, on/ona pić woda.	jiao cou ji zheno-nuan, cou ju zhe.	synthetic
My wiedzieć Ministerstwo Wojny	lano ga lao-ceng mo	synthetic
Jeśli ty jeść kciuk, ty pić woda.	jiao nio ji shai-lou, nio ju zhe.	synthetic
Jeśli ty jeść mały upał, ty pić woda.	jiao nio ji ding-zei, nio ju zhe.	synthetic
On/ona partykuła posiadania/określenia wicehrabia.	cou zhai ruo-zei.	synthetic
On/ona negacja (nie) słuchać świnia.	cou daoo fu tuno-zhun.	synthetic
Jeśli ty jeść wielki Mistrz, ty pić woda.	jiao nio ji kuai-ben, nio ju zhe.	synthetic
Ja słuchać szkoła taoistyczna.	ao fu gang-pu.	synthetic
Ja jeść krawiec	ao ji sou-mei mo	synthetic
My słuchać poważnie, starannie.	lano fu tiao-ne.	synthetic
My jeść wewnętrzna moc	lano ji xiaoo-ce mo	synthetic
On/ona partykuła posiadania/określenia kciuk.	cou zhai shai-lou.	synthetic
Ty negacja (nie) wiedzieć zewnętrzna.	nio daoo ga tuo-bo.	synthetic
Ja partykuła posiadania/określenia wino.	ao zhai geng.	synthetic
Ja negacja (nie) wiedzieć pasmo górskie.	ao daoo ga he-shuang.	synthetic
Ty wiedzieć latarnia.	nio ga liu-zu.	synthetic
Ty mówić starożytne Królestwo	nio bi zan-wa mo	synthetic
On/ona wiedzieć gałązki cynamonu.	cou ga liao-shang.	synthetic
Jeśli on/ona jeść bicie dzwonu, on/ona pić woda.	jiao cou ji shun-you, cou ju zhe.	synthetic
Jeśli on/ona jeść lis, on/ona pić woda.	jiao cou ji hulo-bi, cou ju zhe.	synthetic
On/ona mówić tkacz	cou bi sa-liu mo	synthetic
Jeśli ja jeść mały upał, ja pić woda.	jiao ao ji ding-zei, ao ju zhe.	synthetic
On/ona jeść krawiec	cou ji sou-mei mo	synthetic
Ja mówić odcinać.	ao bi zeng-ai.	synthetic
My jeść jakość	lano ji ming-en mo	synthetic
On/ona mówić technika miecza	cou bi jie-lian mo	synthetic
Ja partykuła posiadania/określenia życzę tobie.	ao zhai hang-xin.	synthetic
My mówić brzoskwinia	lano bi guoo-nuo mo	synthetic
On/ona negacja (nie) mówić liście herbaty.	cou daoo bi qiu-pang.	synthetic
On/ona pić zniszczyć całkowicie.	cou ju wai-bo.	synthetic
On/ona jeść pigułka	cou ji fu-suan mo	synthetic
My pić próby, trudne testy	lano ju kuo-nie-gui mo	synthetic
Ty negacja (nie) mówić dolina.	nio daoo bi guo-guang.	synthetic
My słuchać ukończyć.	lano fu lei-zhuai.	synthetic
Ty partykuła posiadania/określenia strażnik, protektor.	nio zhai ding-sang.	synthetic
On/ona słuchać sprzeczność.	cou fu lei-bo.	synthetic
My pić wznieść toast.	lano ju dao-eng.	synthetic
My jeść płytki	lano ji sheng-zu mo	synthetic
My jeść starszy współuczeń (mężczyzna)	lano ji ma-xie mo	synthetic
On/ona negacja (nie) pić milion.	cou daoo ju bai-wan.	synthetic
Jeśli my jeść proszę pozwolić zapytać, my pić woda.	jiao lano ji gong-tan, lano ju zhe.	synthetic
Jeśli ja jeść szacunek, ja pić woda.	jiao ao ji rongo-cao, ao ju zhe.	synthetic
Ja negacja (nie) wiedzieć gubernator.	ao daoo ga mang-wei.	synthetic
Ty jeść lud	nio ji gun-ci mo	synthetic
Jeśli on/ona jeść równowaga, on/ona pić woda.	jiao cou ji hong-zen, cou ju zhe.	synthetic
On/ona negacja (nie) wiedzieć czytać.	cou daoo ga mi.	synthetic
Ja jeść tkacz.	ao ji sa-liu.	synthetic
On/ona jeść tłumacz.	cou ji nei-he-ren.	synthetic
On/ona mówić rzutka	cou bi ou-ning mo	synthetic
Ja negacja (nie) słuchać ogród wewnętrzny.	ao daoo fu san-wo.	synthetic
Ty partykuła posiadania/określenia czarna herbata.	nio zhai gango-min.	synthetic
Jeśli on/ona jeść walczyć, on/ona pić woda.	jiao cou ji nu, cou ju zhe.	synthetic
Ja partykuła posiadania/określenia cienkość.	ao zhai shuio.	synthetic
Jeśli ja jeść naprzeciwko, ja pić woda.	jiao ao ji seng-zui, ao ju zhe.	synthetic
On/ona negacja (nie) słuchać drabina.	cou daoo fu xian-miao.	synthetic
On/ona partykuła posiadania/określenia bakłażan.	cou zhai zhan-ti.	synthetic
My wiedzieć śmieć.	lano ga zeng-reng.	synthetic
On/ona partykuła posiadania/określenia obracać się.	cou zhai ha-ga.	synthetic
Ja partykuła posiadania/określenia około.	ao zhai ning-kua.	synthetic
Ja negacja (nie) jeść hafciarka.	ao daoo ji nai-fen.	synthetic
Ja negacja (nie) słuchać relacja, związek.	ao daoo fu zan-ren.	synthetic
My wiedzieć krew	lano ga cong mo	synthetic
Ja wiedzieć pasmo górskie	ao ga he-shuang mo	synthetic
Jeśli on/ona jeść ściereczka do herbaty, on/ona pić woda.	jiao cou ji wang-cha, cou ju zhe.	synthetic
My negacja (nie) wiedzieć dzieło, utwór.	lano daoo ga juan-tuo.	synthetic
On/ona wiedzieć powrócić.	cou ga shuai-nu.	synthetic
Ty negacja (nie) wiedzieć brzoskwinia.	nio daoo ga guoo-nuo.	synthetic
My słuchać ujście rzeki.	lano fu pan-fa.	synthetic
Ja negacja (nie) pić deszcz zbóż.	ao daoo ju yuo-ben.	synthetic
Jeśli ty jeść sytuacja, okoliczności, ty pić woda.	jiao nio ji nie-zhuai, nio ju zhe.	synthetic
On/ona jeść zapisywać, rejestrować.	cou ji bian-deng.	synthetic
My jeść nosorożec	lano ji ruo-nie mo	synthetic
My partykuła posiadania/określenia liść drzewa.	lano zhai shen-cun.	synthetic
Jeśli my jeść konkurent, my pić woda.	jiao lano ji fo-you-zuo, lano ju zhe.	synthetic
Jeśli on/ona jeść wół, on/ona pić woda.	jiao cou ji bing-wo, cou ju zhe.	synthetic
Ty partykuła posiadania/określenia klient.	nio zhai nu-lin.	synthetic
Ja partykuła posiadania/określenia ukryty smok, czający się tygrys (idiom).	ao zhai tigo-ge.	synthetic
My wiedzieć sztuka walki mieczem.	lano ga xin-heng.	synthetic
Ty pić tysiąc	nio ju tang-nin mo	synthetic
Ty negacja (nie) wiedzieć zabić.	nio daoo ga pi.	synthetic
Ty partykuła posiadania/określenia wdzięczność (głęboka).	nio zhai mi-ben.	synthetic
On/ona pić rano.	cou ju jing.	synthetic
Ty partykuła posiadania/określenia planować.	nio zhai shen-jing.	synthetic
Ty jeść bakłażan	nio ji zhan-ti mo	synthetic
Ty partykuła posiadania/określenia chleb.	nio zhai miano.	synthetic
Ja mówić hałaśliwy.	ao bi kuang-hen.	synthetic
My partykuła posiadania/określenia krew.	lano zhai cong.	synthetic
On/ona negacja (nie) jeść mało.	cou daoo ji min.	synthetic
Ja negacja (nie) jeść dudnienie.	ao daoo ji zhuang-gua.	synthetic
On/ona jeść wybór, selekcja	cou ji pian-feng mo	synthetic
Jeśli my jeść siła, my pić woda.	jiao lano ji bian-pei, lano ju zhe.	synthetic
On/ona partykuła posiadania/określenia zakazywać.	cou zhai ru-lian.	synthetic
Jeśli ty jeść osa, ty pić woda.	jiao nio ji mio-xiu, nio ju zhe.	synthetic
On/ona jeść koszt, cena zakupu	cou ji che-hong mo	synthetic
My negacja (nie) jeść jego Wysokość (cesarz).	lano daoo ji fu-diu.	synthetic
On/ona jeść ukończyć	cou ji lei-zhuai mo	synthetic
Ty negacja (nie) słuchać przyjmować (gości).	nio daoo fu gao-feng.	synthetic
Jeśli on/ona jeść uporządkowany, schludny, on/ona pić woda.	jiao cou ji pin-jiang, cou ju zhe.	synthetic
My jeść klęczeć	lano ji gun-wan mo	synthetic
My partykuła posiadania/określenia czarna herbata.	lano zhai gango-min.	synthetic
My jeść jaskółka	lano ji yeno-cou mo	synthetic
On/ona słuchać żołnierz	cou fu fou-bing mo	synthetic
On/ona słuchać zielona herbata	cou fu gango-lao mo	synthetic
Jeśli ja jeść szanowny pan, ja pić woda.	jiao ao ji muo-song, ao ju zhe.	synthetic
My negacja (nie) jeść kruchy, delikatny.	lano daoo ji xin-pan.	synthetic
On/ona wiedzieć żółty ziemisty.	cou ga nou-gang.	synthetic
On/ona mówić pierścień	cou bi bei-xiang mo	synthetic
Ty partykuła posiadania/określenia niemożliwy do....	nio zhai qiong-chui.	synthetic
Jeśli ty jeść ogień wątroby, ty pić woda.	jiao nio ji kuan-ni, nio ju zhe.	synthetic
On/ona partykuła posiadania/określenia jakość.	cou zhai ming-en.	synthetic
Jeśli ja jeść szelest, ja pić woda.	jiao ao ji zhen-ba, ao ju zhe.	synthetic
My jeść dać	lano ji dio mo	synthetic
My partykuła posiadania/określenia lis.	lano zhai hulo-bi.	synthetic
Jeśli ty jeść dobry przyjaciel, ty pić woda.	jiao nio ji de-wu, nio ju zhe.	synthetic
On/ona partykuła posiadania/określenia suknia ślubna.	cou zhai bie-pang.	synthetic
On/ona partykuła posiadania/określenia trzydzieści.	cou zhai chen-yue.	synthetic
My partykuła posiadania/określenia kruchy, delikatny.	lano zhai xin-pan.	synthetic
My jeść autorytet	lano ji run-hai mo	synthetic
Jeśli my jeść oczywiście, my pić woda.	jiao lano ji nei-niao, lano ju zhe.	synthetic
Ty negacja (nie) wiedzieć zazwyczaj.	nio daoo ga man-bei.	synthetic
Ty partykuła posiadania/określenia dowódca wojskowy.	nio zhai zhuai-shen.	synthetic
Ty partykuła posiadania/określenia tratwa.	nio zhai ke-yun.	synthetic
On/ona mówić uczucie (dotyk).	cou bi huo-pie.	synthetic
Ja wiedzieć ogień serca	ao ga cuo-hui mo	synthetic
My partykuła posiadania/określenia górska ścieżka.	lano zhai sheng-bai.	synthetic
On/ona partykuła posiadania/określenia rozbierać się.	cou zhai san-zei.	synthetic
Ja partykuła posiadania/określenia zniszczyć całkowicie.	ao zhai wai-bo.	synthetic
Ja jeść terapia.	ao ji yang-zhai.	synthetic
Ty partykuła posiadania/określenia połykać.	nio zhai peng-tan.	synthetic
On/ona mówić babcia od matki	cou bi ei-ma mo	synthetic
My słuchać długi	lano fu die mo	synthetic
On/ona pić forma,	cou ju chu-a mo	synthetic
On/ona partykuła posiadania/określenia ściana.	cou zhai ling-dian.	synthetic
On/ona partykuła posiadania/określenia pewność.	cou zhai sao-niang.	synthetic
Ja jeść klęczeć	ao ji gun-wan mo	synthetic
My partykuła posiadania/określenia mikroskopijny.	lano zhai li-gei-ka.	synthetic
Jeśli ja jeść trafić, ja pić woda.	jiao ao ji huo-da, ao ju zhe.	synthetic
Jeśli ty jeść wicehrabia, ty pić woda.	jiao nio ji ruo-zei, nio ju zhe.	synthetic
Ty jeść deszcz zbóż	nio ji yuo-ben mo	synthetic
On/ona negacja (nie) mówić żółty ziemisty.	cou daoo bi nou-gang.	synthetic
On/ona mówić włosy na głowie	cou bi hen-lun mo	synthetic
Ty słuchać grubość	nio fu jiang-nue mo	synthetic
My negacja (nie) pić ostrzegać.	lano daoo ju tong-mai.	synthetic
Jeśli on/ona jeść władca, monarcha, on/ona pić woda.	jiao cou ji zhun-cui, cou ju zhe.	synthetic
On/ona mówić objaśniać	cou bi sang-pi mo	synthetic
Ty partykuła posiadania/określenia kałamarnica.	nio zhai tou-chun.	synthetic
On/ona partykuła posiadania/określenia degustować.	cou zhai ken-qin.	synthetic
